User_ID,Age,Gender,Country,Education,Days_Since_Registration,Avg_Session_Duration,Num_Sessions_Last_Week,Device_Type,Pages_Visited,Course_Interest_Level,Clicked_Email_Ad,Viewed_Trial_Course,Previous_Purchases,Target_Purchased,Target_Time_Next_Week (min)
1513,59,Female,Brazil,High School,179,15.5,8,Tablet,43,4,No,Yes,4,Yes,247
1514,28,Male,UK,High School,325,5.0,7,Desktop,105,3,No,Yes,2,Yes,175
1515,54,Female,USA,High School,370,6.1,13,Mobile,163,3,No,Yes,1,Yes,263
1516,58,Female,Germany,Bachelors,568,4.8,0,Desktop,154,4,Yes,No,4,Yes,135
1517,28,Male,Canada,Bachelors,779,13.0,6,Tablet,62,1,Yes,No,0,Yes,124
1518,44,Female,Brazil,PhD,926,7.5,7,Mobile,29,1,Yes,No,0,No,114
1519,47,Female,India,Masters,115,18.1,1,Mobile,23,3,Yes,No,3,Yes,162
1520,36,Female,Germany,Bachelors,357,15.7,3,Mobile,58,4,Yes,No,0,Yes,161
1521,51,Male,USA,PhD,115,13.0,1,Desktop,6,5,No,Yes,4,Yes,195
1522,55,Male,Germany,Bachelors,798,13.5,12,Desktop,83,4,Yes,No,0,No,281
1523,40,Male,Canada,PhD,323,8.2,13,Mobile,26,2,No,Yes,0,No,217
1524,18,Male,Canada,High School,42,8.2,5,Tablet,170,4,Yes,No,2,Yes,199
1525,20,Male,Brazil,Bachelors,574,15.6,4,Tablet,121,1,Yes,Yes,0,No,93
1526,20,Male,India,High School,441,16.6,10,Mobile,11,5,Yes,Yes,4,Yes,280
1527,45,Male,Brazil,Masters,285,15.5,10,Tablet,109,5,Yes,No,0,Yes,256
1528,31,Male,USA,High School,104,9.6,4,Tablet,91,3,Yes,Yes,1,No,178
1529,47,Male,UK,Masters,569,10.0,11,Desktop,70,2,Yes,No,3,No,208
1530,22,Male,Canada,Bachelors,457,7.3,13,Tablet,120,5,No,Yes,3,Yes,289
1531,32,Female,India,Masters,311,15.8,7,Desktop,37,3,Yes,No,2,Yes,196
1532,55,Male,Canada,High School,407,2.2,11,Mobile,86,5,No,Yes,4,Yes,274
1533,31,Female,USA,Bachelors,845,1.0,12,Tablet,125,1,Yes,Yes,4,Yes,209
1534,31,Female,USA,PhD,581,2.0,0,Tablet,112,5,No,Yes,2,Yes,169
1535,25,Male,Canada,Bachelors,1082,1.3,9,Desktop,139,1,Yes,Yes,3,No,148
1536,25,Male,Brazil,PhD,719,18.8,1,Desktop,63,4,Yes,Yes,1,Yes,152
1537,36,Female,Canada,High School,597,15.9,0,Mobile,15,1,Yes,No,3,No,30
1538,49,Male,Brazil,Bachelors,187,6.0,3,Mobile,144,1,No,Yes,3,Yes,115
1539,48,Male,Canada,PhD,896,11.5,1,Tablet,150,1,Yes,No,1,No,113
1540,46,Female,Brazil,High School,464,19.3,9,Desktop,133,5,Yes,Yes,3,Yes,284
1541,58,Male,UK,Masters,330,14.5,10,Desktop,193,2,No,Yes,0,Yes,176
1542,28,Male,Germany,PhD,349,22.6,6,Tablet,125,1,Yes,No,4,No,125
1543,30,Female,Germany,Masters,500,11.4,11,Desktop,5,3,Yes,No,3,Yes,246
1544,44,Female,Brazil,Bachelors,490,8.7,4,Desktop,31,5,Yes,No,1,No,210
1545,36,Female,Brazil,PhD,1005,6.6,4,Desktop,77,2,Yes,No,4,No,93
1546,43,Male,UK,High School,280,12.1,0,Desktop,197,2,No,Yes,4,Yes,132
1547,54,Female,Germany,High School,855,16.7,14,Tablet,80,5,No,Yes,3,Yes,330
1548,26,Male,UK,Masters,1005,12.5,1,Mobile,68,3,Yes,Yes,3,Yes,175
1549,45,Male,USA,High School,398,10.2,4,Mobile,53,4,Yes,No,3,Yes,204
1550,49,Male,Canada,Bachelors,1092,18.3,6,Tablet,117,5,Yes,No,2,No,214
1551,20,Female,Germany,Bachelors,428,14.6,0,Mobile,167,2,No,Yes,4,Yes,92
1552,49,Male,Brazil,Masters,375,11.4,6,Desktop,189,4,No,Yes,2,Yes,183
1553,22,Male,India,PhD,1016,8.2,10,Tablet,173,2,Yes,No,3,No,172
1554,25,Female,USA,High School,632,10.7,11,Mobile,155,1,No,Yes,1,No,166
1555,31,Female,Canada,Bachelors,989,14.4,1,Desktop,39,4,Yes,Yes,3,No,142
1556,20,Male,India,PhD,697,8.1,14,Mobile,84,5,No,No,3,No,306
1557,41,Female,UK,Bachelors,928,5.8,1,Tablet,52,5,Yes,No,0,Yes,164
1558,30,Male,Canada,Bachelors,78,9.6,8,Mobile,174,3,No,No,0,No,188
1559,46,Male,UK,PhD,488,11.8,7,Mobile,84,4,Yes,No,4,Yes,192
1560,25,Male,UK,PhD,1062,18.8,9,Mobile,10,3,No,Yes,4,No,195
1561,59,Female,Brazil,High School,567,6.2,3,Tablet,104,5,No,Yes,4,Yes,192
1562,48,Female,UK,Masters,951,13.1,4,Desktop,124,3,No,No,2,No,134
1563,43,Male,India,Masters,558,10.6,8,Tablet,99,4,Yes,Yes,4,No,248
1564,35,Male,USA,Bachelors,171,10.9,3,Mobile,115,5,No,Yes,0,No,197
1565,35,Male,Brazil,Masters,642,19.7,9,Tablet,96,2,Yes,Yes,4,Yes,179
1566,24,Male,USA,Bachelors,292,12.4,12,Mobile,39,5,No,Yes,3,Yes,291
1567,55,Female,UK,PhD,581,7.4,11,Desktop,21,3,Yes,Yes,0,Yes,269
1568,33,Female,Germany,Bachelors,422,16.4,7,Desktop,179,3,No,No,2,Yes,184
1569,50,Female,Canada,High School,105,16.1,12,Mobile,34,5,Yes,No,2,Yes,317
1570,20,Female,Brazil,Bachelors,566,7.0,4,Tablet,13,1,Yes,No,4,No,89
1571,55,Female,UK,Bachelors,880,6.0,0,Mobile,27,1,Yes,No,2,Yes,62
1572,21,Male,Brazil,High School,875,14.1,14,Tablet,49,1,No,No,2,Yes,221
1573,53,Female,Germany,High School,248,11.8,6,Tablet,69,2,No,Yes,0,Yes,164
1574,21,Male,India,Masters,927,9.6,9,Mobile,144,2,No,No,4,No,227
1575,59,Male,India,PhD,309,17.3,10,Desktop,85,2,Yes,No,4,Yes,188
1576,26,Female,Canada,PhD,315,9.0,10,Desktop,178,5,No,Yes,3,No,272
1577,57,Female,India,High School,609,14.1,2,Tablet,165,5,No,Yes,4,Yes,182
1578,34,Male,Germany,PhD,945,17.9,6,Mobile,132,4,No,Yes,4,Yes,189
1579,34,Male,USA,Bachelors,539,10.3,7,Mobile,26,1,Yes,Yes,0,No,128
1580,50,Male,Germany,PhD,72,2.9,3,Mobile,14,4,Yes,Yes,3,No,196
1581,37,Female,Germany,High School,378,10.0,10,Desktop,94,1,Yes,No,3,Yes,151
1582,31,Female,UK,PhD,134,12.9,14,Desktop,146,3,No,No,4,Yes,254
1583,39,Female,India,High School,393,17.0,13,Tablet,143,4,No,Yes,1,Yes,241
1584,44,Female,Brazil,Masters,1088,9.4,5,Desktop,151,5,No,Yes,3,Yes,258
1585,20,Male,Canada,High School,996,20.6,9,Desktop,55,3,Yes,No,4,No,205
1586,41,Female,USA,Bachelors,415,5.5,6,Mobile,32,4,No,Yes,4,Yes,190
1587,47,Male,Brazil,Bachelors,403,12.8,7,Mobile,31,3,Yes,No,0,No,196
1588,25,Female,UK,Bachelors,65,10.8,2,Desktop,143,3,Yes,No,3,Yes,145
1589,39,Female,UK,High School,866,18.7,6,Tablet,154,3,No,Yes,3,No,177
1590,42,Female,USA,High School,401,4.6,4,Mobile,157,5,No,Yes,1,Yes,197
1591,27,Male,Brazil,Bachelors,290,14.1,6,Tablet,23,3,Yes,No,4,No,179
1592,46,Male,USA,PhD,759,10.8,5,Desktop,196,5,No,No,3,No,235
1593,57,Female,USA,High School,844,19.6,12,Desktop,171,2,Yes,No,2,Yes,204
1594,18,Male,India,PhD,661,7.9,4,Mobile,11,3,Yes,Yes,3,No,173
1595,38,Male,Brazil,Masters,357,14.1,14,Mobile,138,1,No,No,4,Yes,172
1596,56,Female,India,Masters,878,7.8,2,Mobile,141,5,Yes,Yes,2,No,210
1597,41,Female,India,Masters,998,12.9,9,Mobile,122,2,No,Yes,1,No,162
1598,26,Male,Canada,Masters,752,10.2,1,Desktop,150,5,No,Yes,2,No,149
1599,43,Female,India,Bachelors,749,10.1,2,Desktop,163,3,No,Yes,0,No,165
1600,26,Male,Germany,High School,365,2.1,1,Mobile,66,5,Yes,Yes,2,Yes,212
1601,37,Male,UK,Masters,267,14.1,13,Tablet,65,4,Yes,No,2,No,293
1602,52,Female,UK,Bachelors,406,6.6,2,Mobile,178,4,No,Yes,2,No,182
1603,53,Male,Germany,Masters,139,6.4,1,Mobile,90,1,No,No,4,No,74
1604,59,Female,USA,High School,666,4.2,0,Mobile,13,5,Yes,Yes,1,Yes,200
1605,53,Male,Brazil,Masters,185,6.7,8,Tablet,26,3,Yes,No,2,Yes,186
1606,26,Male,Brazil,Masters,783,14.5,9,Mobile,57,3,No,Yes,0,No,242
1607,39,Male,Brazil,PhD,871,14.3,4,Desktop,25,4,No,Yes,3,Yes,158
1608,18,Male,India,PhD,703,15.3,13,Tablet,167,5,No,No,2,Yes,286
1609,22,Male,Brazil,PhD,907,6.9,8,Desktop,161,3,Yes,Yes,3,Yes,214
1610,26,Male,Brazil,PhD,201,13.1,7,Tablet,89,2,No,No,3,No,163
1611,54,Female,Brazil,Masters,618,8.9,13,Tablet,57,3,Yes,Yes,3,Yes,212
1612,55,Male,UK,Masters,220,16.8,6,Mobile,66,5,Yes,Yes,2,Yes,231
1613,36,Male,Germany,PhD,857,14.1,11,Desktop,190,4,Yes,No,4,Yes,238
1614,25,Male,Canada,High School,1012,8.7,5,Tablet,65,2,Yes,No,2,No,134
1615,59,Female,USA,Bachelors,1053,17.2,10,Desktop,167,3,Yes,No,2,No,230
1616,49,Male,Germany,Masters,64,14.5,3,Tablet,91,1,No,No,4,Yes,72
1617,30,Male,Brazil,PhD,937,5.1,9,Mobile,172,1,Yes,No,1,No,172
1618,37,Male,USA,Bachelors,540,3.6,9,Tablet,86,4,Yes,Yes,4,No,250
1619,53,Female,USA,PhD,510,5.3,6,Desktop,63,2,No,No,2,No,180
1620,54,Female,Germany,PhD,251,20.2,12,Desktop,91,1,No,Yes,2,No,200
1621,47,Female,Germany,High School,39,6.9,6,Desktop,5,1,Yes,No,4,No,125
1622,27,Male,Germany,High School,69,21.4,0,Desktop,176,3,No,No,0,No,131
1623,48,Male,Canada,Masters,277,6.7,13,Tablet,62,5,Yes,Yes,4,Yes,307
1624,42,Male,Germany,PhD,177,6.1,8,Tablet,186,3,Yes,Yes,3,Yes,182
1625,46,Female,Canada,Bachelors,971,16.4,13,Tablet,141,3,No,No,4,Yes,227
1626,41,Male,India,Masters,606,16.6,3,Tablet,29,4,No,Yes,0,No,188
1627,56,Female,UK,High School,81,14.8,6,Mobile,170,3,Yes,Yes,3,Yes,168
1628,38,Female,Canada,Masters,341,15.4,8,Tablet,157,2,No,No,2,Yes,206
1629,58,Male,UK,Masters,421,8.0,1,Mobile,11,2,No,No,1,No,124
1630,26,Male,Brazil,PhD,228,16.2,12,Tablet,178,5,Yes,No,4,Yes,287
1631,59,Female,India,Bachelors,473,13.2,7,Tablet,84,1,Yes,Yes,4,No,99
1632,59,Male,USA,High School,88,10.2,10,Tablet,122,1,No,No,4,Yes,148
1633,19,Female,Germany,Masters,190,12.5,3,Mobile,39,5,Yes,No,4,Yes,191
1634,21,Female,Brazil,Masters,867,17.3,13,Tablet,99,5,No,Yes,0,Yes,302
1635,25,Male,USA,PhD,981,14.0,3,Tablet,193,3,Yes,No,3,Yes,100
1636,49,Male,UK,Masters,981,1.2,2,Tablet,5,4,No,Yes,0,No,170
1637,31,Male,USA,Bachelors,136,16.5,9,Desktop,152,1,No,No,1,Yes,129
1638,30,Male,Germany,PhD,40,16.1,3,Desktop,190,1,Yes,No,0,No,93
1639,38,Male,Germany,High School,256,10.1,8,Desktop,197,5,Yes,No,4,Yes,289
1640,41,Male,Canada,Masters,947,12.6,0,Mobile,41,5,Yes,No,1,Yes,177
1641,35,Male,Canada,Masters,539,12.6,8,Tablet,156,1,Yes,No,1,No,122
1642,57,Female,UK,PhD,858,2.1,12,Mobile,117,1,Yes,No,1,Yes,177
1643,43,Male,Germany,Masters,132,10.0,10,Tablet,137,3,Yes,No,2,Yes,238
1644,49,Male,India,High School,868,10.2,9,Mobile,143,1,No,No,0,No,163
1645,50,Male,Brazil,Bachelors,741,11.2,8,Desktop,124,5,No,Yes,1,Yes,294
1646,48,Male,UK,Bachelors,539,9.4,0,Tablet,167,2,No,Yes,3,No,64
1647,35,Female,UK,PhD,282,15.3,12,Desktop,33,2,Yes,Yes,1,Yes,266
1648,52,Male,USA,Masters,492,8.0,8,Desktop,122,2,No,No,3,No,170
1649,29,Female,UK,PhD,280,16.6,5,Tablet,155,3,Yes,No,0,No,173
1650,42,Female,Brazil,PhD,909,15.1,7,Mobile,156,2,Yes,No,3,No,169
1651,48,Female,India,PhD,666,18.8,12,Desktop,82,4,No,No,0,No,261
1652,27,Female,USA,PhD,555,20.7,7,Desktop,119,4,Yes,No,0,Yes,240
1653,51,Female,Brazil,PhD,471,20.7,13,Tablet,129,3,No,No,4,Yes,211
1654,20,Male,Canada,Masters,412,6.1,7,Tablet,79,2,No,Yes,4,Yes,134
1655,56,Female,UK,Bachelors,513,13.7,10,Mobile,69,5,Yes,No,2,Yes,269
1656,25,Female,Germany,Bachelors,878,8.4,7,Desktop,176,3,Yes,Yes,4,No,187
1657,49,Male,Canada,Bachelors,690,28.4,11,Desktop,158,1,No,No,3,No,150
1658,46,Female,Germany,Masters,949,15.1,0,Mobile,188,3,No,Yes,1,Yes,169
1659,39,Male,Brazil,Masters,60,19.1,0,Tablet,24,4,Yes,Yes,0,No,174
1660,37,Male,India,PhD,419,14.2,6,Tablet,70,5,Yes,Yes,4,Yes,227
1661,23,Male,Germany,Bachelors,957,1.0,10,Tablet,37,2,No,No,0,No,170
1662,46,Male,Brazil,PhD,825,8.1,11,Mobile,179,4,Yes,Yes,3,No,282
1663,59,Female,USA,Bachelors,908,8.6,12,Tablet,49,2,Yes,No,4,Yes,222
1664,34,Female,UK,High School,733,10.0,11,Tablet,177,2,Yes,No,4,No,188
1665,48,Female,India,Masters,391,13.8,8,Mobile,16,3,Yes,No,1,Yes,202
1666,51,Male,India,High School,736,14.5,10,Desktop,60,3,No,Yes,1,Yes,224
1667,55,Male,USA,Bachelors,661,1.0,13,Desktop,71,4,Yes,No,4,Yes,290
1668,54,Male,India,PhD,27,10.8,9,Mobile,154,2,Yes,Yes,0,No,176
1669,21,Female,Brazil,Masters,623,9.6,7,Tablet,170,3,No,No,3,No,195
1670,19,Male,India,Masters,884,18.9,10,Tablet,89,4,Yes,Yes,3,Yes,262
1671,29,Female,India,PhD,127,15.0,12,Desktop,112,2,No,Yes,1,Yes,202
1672,52,Female,India,High School,281,11.1,4,Tablet,47,1,Yes,No,0,No,140
1673,23,Male,Brazil,High School,319,13.1,7,Desktop,95,1,No,Yes,0,No,121
1674,25,Male,Canada,High School,441,3.6,8,Desktop,138,4,No,Yes,2,No,206
1675,38,Male,UK,High School,341,15.3,6,Tablet,143,1,Yes,Yes,2,Yes,151
1676,52,Male,Germany,Masters,694,10.0,10,Desktop,21,5,No,Yes,2,Yes,281
1677,32,Male,Canada,Bachelors,119,8.0,9,Desktop,111,4,No,Yes,3,Yes,212
1678,24,Female,India,PhD,778,18.6,10,Mobile,145,4,Yes,Yes,3,Yes,263
1679,32,Female,USA,Bachelors,690,13.4,12,Tablet,180,2,No,Yes,4,Yes,219
1680,23,Male,USA,Bachelors,713,8.7,14,Mobile,170,5,Yes,No,4,No,337
1681,34,Male,Brazil,High School,385,9.0,2,Tablet,88,4,No,Yes,3,No,119
1682,21,Male,UK,Bachelors,510,13.8,8,Tablet,42,3,Yes,Yes,0,No,182
1683,39,Female,India,High School,86,13.4,4,Tablet,53,4,Yes,No,0,No,191
1684,49,Female,Brazil,High School,361,12.1,10,Tablet,103,5,Yes,No,1,No,304
1685,39,Female,Germany,Bachelors,1006,6.0,7,Desktop,69,4,No,No,2,No,213
1686,44,Female,UK,PhD,792,6.7,10,Mobile,112,1,Yes,Yes,1,Yes,185
1687,32,Male,UK,Bachelors,359,8.3,0,Mobile,54,5,Yes,No,3,No,187
1688,39,Female,Brazil,Bachelors,727,11.0,0,Desktop,17,3,No,No,0,Yes,119
1689,45,Female,Canada,Masters,447,11.8,2,Mobile,95,5,No,No,0,No,200
1690,59,Male,USA,High School,1079,11.2,14,Mobile,135,4,No,Yes,4,Yes,251
1691,55,Male,Canada,Masters,305,11.4,1,Tablet,32,3,No,No,0,No,129
1692,26,Female,UK,PhD,771,21.4,4,Tablet,74,3,Yes,Yes,3,Yes,179
1693,51,Male,USA,Bachelors,534,16.2,10,Tablet,178,3,Yes,No,2,No,217
1694,53,Male,UK,Masters,35,17.9,8,Tablet,50,1,Yes,No,1,No,142
1695,26,Male,UK,Masters,682,14.3,12,Desktop,141,5,No,No,0,No,291
1696,32,Female,UK,Bachelors,1015,12.4,8,Desktop,194,4,No,Yes,0,No,216
1697,37,Female,Germany,Bachelors,641,14.0,7,Desktop,49,1,No,Yes,3,No,142
1698,25,Male,USA,High School,990,13.1,4,Mobile,165,3,Yes,No,3,Yes,159
1699,45,Male,Germany,High School,759,16.0,2,Tablet,8,4,Yes,No,3,Yes,181
1700,36,Female,USA,Masters,1047,7.1,5,Mobile,145,2,Yes,No,4,Yes,164
1701,33,Female,Germany,Bachelors,284,15.6,7,Tablet,56,4,No,No,0,No,244
1702,28,Male,Germany,High School,113,12.8,5,Tablet,170,2,Yes,Yes,1,No,145
1703,59,Male,Germany,High School,373,3.0,6,Mobile,69,2,No,No,1,No,128
1704,25,Female,Brazil,PhD,197,12.4,11,Mobile,50,3,No,Yes,1,No,234
1705,50,Male,Germany,Masters,893,5.5,13,Mobile,133,2,Yes,No,4,Yes,241
1706,27,Female,Canada,Masters,822,9.3,11,Desktop,164,1,Yes,No,2,No,159
1707,35,Male,Canada,Masters,10,11.2,12,Mobile,110,3,Yes,Yes,4,Yes,200
1708,52,Female,UK,Bachelors,398,4.5,6,Desktop,181,2,No,No,0,Yes,146
1709,20,Male,India,PhD,152,11.7,14,Mobile,23,5,No,Yes,4,Yes,345
1710,57,Female,Germany,High School,191,12.3,6,Desktop,85,1,No,No,3,Yes,147
1711,44,Male,India,PhD,277,15.8,8,Mobile,184,5,Yes,No,1,No,259
1712,45,Male,India,High School,493,9.7,8,Desktop,171,4,No,No,0,No,235
1713,23,Male,UK,High School,488,13.4,0,Mobile,194,1,Yes,Yes,0,No,65
1714,31,Male,India,PhD,276,11.5,2,Tablet,45,5,Yes,Yes,0,Yes,214
1715,24,Female,India,Masters,190,9.9,4,Mobile,80,5,No,No,0,No,279
1716,27,Male,Canada,Bachelors,864,3.6,10,Mobile,152,3,No,No,2,No,205
1717,32,Female,India,PhD,296,11.4,3,Tablet,26,4,No,Yes,4,No,146
1718,48,Female,USA,Masters,341,15.7,11,Tablet,163,1,No,No,0,No,166
1719,46,Male,Germany,Masters,593,7.3,0,Desktop,102,1,Yes,No,2,No,77
1720,59,Female,Germany,Bachelors,883,10.9,0,Tablet,91,1,No,No,4,No,15
1721,34,Male,India,Bachelors,950,11.6,12,Desktop,112,2,Yes,Yes,4,Yes,203
1722,46,Female,UK,Masters,258,17.5,3,Mobile,60,1,Yes,No,2,Yes,81
1723,32,Male,USA,Bachelors,977,12.2,4,Tablet,23,2,Yes,No,3,No,153
1724,43,Male,UK,Masters,14,13.4,3,Desktop,117,3,No,No,3,No,143
1725,29,Female,UK,High School,1038,12.0,1,Mobile,70,2,Yes,Yes,0,No,72
1726,42,Female,India,Bachelors,556,9.5,4,Desktop,70,4,Yes,No,2,Yes,195
1727,58,Male,Brazil,High School,1008,6.3,9,Mobile,42,2,No,No,2,No,188
1728,22,Female,India,Bachelors,210,10.6,2,Desktop,43,4,Yes,Yes,3,Yes,155
1729,21,Male,Canada,Masters,1064,14.0,6,Mobile,32,4,No,Yes,2,Yes,191
1730,58,Male,Brazil,Masters,1058,12.6,3,Mobile,15,4,No,No,2,No,186
1731,48,Female,USA,Masters,747,19.4,1,Desktop,117,4,No,No,0,No,121
1732,20,Male,Brazil,Masters,855,16.7,10,Mobile,97,1,No,Yes,0,Yes,150
1733,20,Female,India,Masters,848,18.2,7,Desktop,25,4,No,Yes,2,No,224
1734,43,Male,India,Masters,951,1.8,12,Mobile,161,5,Yes,No,1,Yes,297
1735,34,Male,UK,Bachelors,640,19.9,9,Tablet,97,3,Yes,Yes,1,No,239
1736,27,Male,India,Bachelors,408,13.3,1,Tablet,46,5,Yes,Yes,2,No,196
1737,19,Female,Canada,High School,816,14.0,10,Desktop,144,1,No,Yes,3,No,199
1738,41,Male,India,PhD,176,16.5,6,Tablet,6,4,No,Yes,0,Yes,246
1739,28,Male,Germany,Bachelors,1015,12.1,7,Tablet,44,2,No,Yes,1,No,130
1740,41,Female,Germany,Bachelors,848,6.6,9,Mobile,106,1,Yes,Yes,0,Yes,148
1741,52,Male,UK,PhD,318,19.2,2,Tablet,67,3,Yes,No,2,No,177
1742,40,Female,Brazil,PhD,410,8.2,5,Desktop,165,2,Yes,No,0,Yes,164
1743,49,Female,Brazil,High School,247,7.1,11,Desktop,113,2,No,No,1,No,194
1744,40,Female,Germany,High School,177,10.8,3,Mobile,178,4,No,No,2,Yes,156
1745,51,Male,Canada,Masters,811,10.1,11,Tablet,14,3,Yes,Yes,2,Yes,241
1746,58,Female,USA,High School,264,12.0,1,Mobile,143,3,Yes,Yes,2,No,151
1747,36,Male,Canada,High School,168,11.5,7,Tablet,20,2,Yes,No,0,No,188
1748,19,Female,Germany,PhD,1049,18.7,1,Tablet,12,3,Yes,No,3,No,117
1749,19,Male,Canada,Bachelors,703,14.3,8,Tablet,51,5,No,No,1,Yes,269
1750,32,Female,USA,Masters,528,7.7,8,Mobile,121,4,No,No,4,No,234
1751,38,Female,Brazil,High School,28,8.4,10,Mobile,178,4,No,Yes,1,Yes,263
1752,52,Female,Germany,PhD,664,10.1,7,Tablet,8,5,Yes,Yes,1,No,283
1753,22,Male,India,Masters,580,10.1,9,Desktop,176,5,No,Yes,4,Yes,265
1754,44,Female,USA,Masters,37,9.4,2,Tablet,96,3,Yes,Yes,1,No,116
1755,41,Male,USA,PhD,888,6.5,7,Desktop,21,2,Yes,No,2,Yes,145
1756,24,Male,USA,High School,547,13.5,4,Tablet,86,3,No,No,2,No,149
1757,23,Male,Brazil,High School,646,9.7,14,Tablet,9,5,No,Yes,0,No,306
1758,50,Male,Canada,High School,878,7.2,9,Desktop,76,4,No,Yes,4,Yes,284
1759,34,Male,UK,High School,673,14.4,13,Desktop,130,4,Yes,No,2,Yes,287
1760,59,Male,India,Masters,372,16.2,4,Mobile,185,4,No,Yes,4,No,214
1761,47,Female,Germany,Bachelors,736,10.8,1,Desktop,9,3,Yes,No,2,Yes,175
1762,25,Female,Canada,Masters,102,20.9,11,Tablet,39,5,No,Yes,1,Yes,282
1763,57,Male,USA,Masters,465,23.1,2,Mobile,27,2,Yes,Yes,4,No,118
1764,24,Male,Brazil,PhD,694,14.5,7,Tablet,154,3,Yes,No,2,Yes,214
1765,23,Female,USA,Masters,480,9.7,13,Mobile,116,4,Yes,No,3,Yes,306
1766,21,Female,Canada,High School,910,13.3,0,Tablet,121,5,No,No,4,No,190
1767,18,Male,Germany,PhD,216,5.9,3,Desktop,191,2,No,Yes,4,No,120
1768,32,Female,India,PhD,999,7.6,5,Tablet,70,1,Yes,Yes,3,Yes,103
1769,48,Male,USA,PhD,700,3.6,8,Tablet,168,3,No,Yes,4,Yes,231
1770,42,Female,Brazil,PhD,600,8.9,7,Mobile,71,1,No,Yes,0,No,158
1771,50,Female,Brazil,PhD,1013,5.8,9,Desktop,32,5,No,Yes,1,Yes,269
1772,52,Female,UK,High School,334,15.1,4,Desktop,155,1,No,No,1,No,102
1773,22,Female,Brazil,Bachelors,664,8.3,12,Tablet,145,4,Yes,Yes,2,Yes,259
1774,22,Female,UK,Bachelors,779,13.4,13,Tablet,73,3,No,No,0,Yes,215
1775,53,Male,India,PhD,1002,15.7,6,Mobile,34,2,Yes,Yes,3,Yes,142
1776,34,Male,Germany,Bachelors,450,17.9,7,Mobile,188,4,No,No,3,Yes,215
1777,31,Female,UK,Masters,216,10.2,11,Desktop,64,5,Yes,Yes,1,Yes,297
1778,46,Male,USA,Bachelors,941,13.6,8,Desktop,91,3,Yes,Yes,3,Yes,196
1779,25,Male,Canada,Masters,586,13.7,13,Mobile,101,5,No,No,1,No,317
1780,51,Female,USA,High School,672,18.4,2,Mobile,153,5,Yes,No,0,Yes,196
1781,57,Male,Germany,PhD,1017,15.9,10,Tablet,116,5,No,No,0,Yes,304
1782,18,Male,Brazil,Masters,505,18.5,7,Tablet,81,3,No,No,0,No,183
1783,46,Female,Canada,High School,438,3.7,14,Mobile,46,4,Yes,Yes,2,No,283
1784,53,Male,USA,High School,470,8.7,2,Mobile,109,5,Yes,Yes,3,Yes,174
1785,54,Female,Canada,PhD,6,17.2,0,Mobile,52,2,No,Yes,2,Yes,86
1786,46,Female,UK,Bachelors,219,14.9,12,Tablet,109,4,Yes,No,4,Yes,280
1787,22,Male,Germany,High School,576,11.4,12,Desktop,154,5,Yes,No,3,Yes,308
1788,49,Female,USA,Bachelors,513,9.6,3,Mobile,77,3,Yes,Yes,4,Yes,119
1789,41,Male,Brazil,Bachelors,869,15.9,6,Tablet,99,5,No,Yes,0,Yes,203
1790,36,Male,Canada,Bachelors,975,2.1,8,Desktop,54,5,Yes,Yes,2,Yes,303
1791,29,Female,Brazil,Masters,769,16.0,9,Mobile,195,1,Yes,No,2,Yes,133
1792,18,Male,Canada,Bachelors,977,12.5,6,Desktop,180,1,No,Yes,1,Yes,139
1793,24,Male,USA,Bachelors,686,9.6,9,Tablet,70,4,No,Yes,0,No,219
1794,34,Male,Germany,High School,621,14.5,10,Tablet,114,1,Yes,Yes,1,No,155
1795,51,Male,India,PhD,555,10.1,13,Mobile,187,3,Yes,No,0,Yes,199
1796,24,Male,USA,Masters,550,12.1,13,Desktop,40,1,No,Yes,1,No,206
1797,34,Male,Brazil,Bachelors,363,11.8,13,Desktop,33,3,Yes,Yes,2,No,243
1798,20,Male,India,PhD,594,15.7,4,Desktop,102,5,No,Yes,2,Yes,253
1799,46,Female,Germany,Bachelors,623,12.8,12,Desktop,179,4,Yes,Yes,1,Yes,317
1800,39,Male,Brazil,Bachelors,434,2.5,14,Tablet,125,1,Yes,No,1,Yes,200
1801,55,Female,Germany,High School,318,5.0,0,Desktop,54,1,No,No,3,No,48
1802,46,Female,Canada,PhD,535,6.6,0,Mobile,13,4,Yes,Yes,2,No,192
1803,59,Male,USA,High School,1083,14.3,11,Tablet,80,3,Yes,Yes,4,Yes,226
1804,22,Female,Germany,High School,778,14.8,8,Mobile,89,3,No,No,4,Yes,184
1805,47,Female,Brazil,Bachelors,140,20.4,3,Desktop,194,1,Yes,No,0,No,81
1806,40,Female,USA,Bachelors,893,6.9,2,Desktop,9,3,No,No,3,Yes,134
1807,38,Male,Brazil,Bachelors,628,18.5,10,Tablet,11,3,Yes,No,1,No,201
1808,43,Female,Brazil,PhD,158,2.3,4,Desktop,176,1,Yes,No,4,No,88
1809,38,Female,India,PhD,974,12.1,6,Mobile,41,1,Yes,Yes,0,Yes,106
1810,37,Female,UK,PhD,196,13.2,6,Tablet,129,1,No,No,2,No,63
1811,40,Female,Germany,PhD,724,13.2,14,Desktop,7,2,Yes,No,2,No,216
1812,21,Female,Germany,Bachelors,553,10.5,4,Mobile,147,1,Yes,No,4,No,122
1813,38,Female,India,Bachelors,862,12.6,7,Desktop,87,2,Yes,No,0,Yes,156
